date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:55:19	16471/16471	---M--	200	added ('OK')	text/css	date:Wed,%2008%20May%202024%2020:29:58%20GMT	https://lisaflix.com.br/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:20	266015/266015	---M--	200	added ('OK')	text/css	date:Wed,%2008%20May%202024%2020:30:09%20GMT	https://lisaflix.com.br/wp-content/uploads/elementor/css/global.css?ver=1715200209	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-content/uploads/elementor/css/globalfed4.css	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:20	7485/7485	---M--	200	added ('OK')	text/css	date:Wed,%2008%20May%202024%2020:30:26%20GMT	https://lisaflix.com.br/wp-content/uploads/elementor/css/post-10013.css?ver=1715200226	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-content/uploads/elementor/css/post-10013e266.css	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:20	13577/13577	---M--	200	added ('OK')	text/javascript	date:Wed,%2017%20Apr%202024%2020:52:46%20GMT	https://lisaflix.com.br/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:20	87553/87553	---M--	200	added ('OK')	text/javascript	date:Wed,%2017%20Apr%202024%2020:52:46%20GMT	https://lisaflix.com.br/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-includes/js/jquery/jquery.minf43b.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:21	8171/8171	---M--	200	added ('OK')	text/javascript	date:Wed,%2017%20Apr%202024%2020:52:45%20GMT	https://lisaflix.com.br/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:21	6625/6625	---M--	200	added ('OK')	text/javascript	date:Wed,%2017%20Apr%202024%2020:52:45%20GMT	https://lisaflix.com.br/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:21	38590/38590	---M--	200	added ('OK')	text/javascript	date:Wed,%2017%20Apr%202024%2020:52:46%20GMT	https://lisaflix.com.br/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:21	4307/4307	---M--	200	added ('OK')	text/javascript	date:Wed,%2017%20Apr%202024%2020:52:45%20GMT	https://lisaflix.com.br/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-includes/js/dist/hooks.min2757.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:22	12788/12788	---MCZ	200	added ('OK')	application/javascript	etag:W/12827-1705538370377.0967	https://stats.wp.com/w.js?ver=202419	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/stats.wp.com/w7bb1.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:22	2053/2053	---M--	200	added ('OK')	text/javascript	date:Wed,%2017%20Apr%202024%2020:51:46%20GMT	https://lisaflix.com.br/wp-content/plugins/wp-plugin-hostgator/vendor/newfold-labs/wp-module-patterns/assets/build/utilities.js?ver=0.1.16	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-content/plugins/wp-plugin-hostgator/vendor/newfold-labs/wp-module-patterns/assets/build/utilities0d29.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:22	71595/71595	---M--	200	added ('OK')	text/javascript	date:Tue,%2007%20May%202024%2008:30:53%20GMT	https://lisaflix.com.br/wp-content/plugins/piotnet-addons-for-elementor/assets/js/minify/extension.min.js?ver=2.4.27	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-content/plugins/piotnet-addons-for-elementor/assets/js/minify/extension.minb084.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:23	9636/9636	---M--	200	added ('OK')	text/javascript	date:Mon,%2029%20Apr%202024%2020:29:54%20GMT	https://lisaflix.com.br/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.8.3	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.mince95.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:23	3058/3058	---M--	200	added ('OK')	text/javascript	date:Mon,%2029%20Apr%202024%2020:29:54%20GMT	https://lisaflix.com.br/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=8.8.3	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min27f0.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:23	1720/1720	---M--	200	added ('OK')	text/javascript	date:Mon,%2029%20Apr%202024%2020:29:54%20GMT	https://lisaflix.com.br/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.8.8.3	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.mina39c.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:23	2139/2139	---M--	200	added ('OK')	text/javascript	date:Mon,%2029%20Apr%202024%2020:29:54%20GMT	https://lisaflix.com.br/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=8.8.3	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min27f0.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:23	9706/9706	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265717c6b-25ea%22	https://stats.wp.com/s-202419.js	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/stats.wp.com/s-202419.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:24	303/303	---M--	200	added ('OK')	image/png	etag:%22337c78f6bd778732%22	https://i0.wp.com/lisaflix.com.br/wp-content/uploads/2024/02/Lisaflix__7_-removebg-preview.png?fit=32%2C32&ssl=1	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/i0.wp.com/lisaflix.com.br/wp-content/uploads/2024/02/Lisaflix__7_-removebg-previewe43b.png	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:24	1685/1685	---M--	200	added ('OK')	image/png	etag:%22b66124fe8159529f%22	https://i0.wp.com/lisaflix.com.br/wp-content/uploads/2024/02/Lisaflix__7_-removebg-preview.png?fit=192%2C192&ssl=1	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/i0.wp.com/lisaflix.com.br/wp-content/uploads/2024/02/Lisaflix__7_-removebg-preview98d8.png	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:24	1527/1527	---M--	200	added ('OK')	image/png	etag:%22443a8c4ca335b29e%22	https://i0.wp.com/lisaflix.com.br/wp-content/uploads/2024/02/Lisaflix__7_-removebg-preview.png?fit=180%2C180&ssl=1	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/i0.wp.com/lisaflix.com.br/wp-content/uploads/2024/02/Lisaflix__7_-removebg-previewf9b5.png	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:25	15241/15241	---M--	200	added ('OK')	image/png	etag:%2240ee2c30d7e93105%22	https://i0.wp.com/lisaflix.com.br/wp-content/uploads/2024/02/Plano-Anual-FB.png?fit=800%2C432&ssl=1	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/i0.wp.com/lisaflix.com.br/wp-content/uploads/2024/02/Plano-Anual-FBe7ca.png	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:25	14464/14464	---M--	200	added ('OK')	image/png	etag:%22a24d7ac3982a8055%22	https://i0.wp.com/lisaflix.com.br/wp-content/uploads/2024/02/Plano-mensal.png?fit=800%2C431&ssl=1	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/i0.wp.com/lisaflix.com.br/wp-content/uploads/2024/02/Plano-mensale8b8.png	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:25	12743/12743	---M--	200	added ('OK')	text/css	date:Mon,%2029%20Apr%202024%2020:29:54%20GMT	https://lisaflix.com.br/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks.css?ver=wc-8.8.3	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks144e.css	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:25	2135/2135	---M--	200	added ('OK')	text/javascript	date:Wed,%2017%20Apr%202024%2020:51:46%20GMT	https://lisaflix.com.br/wp-content/plugins/wp-plugin-hostgator/vendor/newfold-labs/wp-module-ecommerce/includes/wpnavbar.js?ver=1.0	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-content/plugins/wp-plugin-hostgator/vendor/newfold-labs/wp-module-ecommerce/includes/wpnavbar5152.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:26	3303/3303	---M--	200	added ('OK')	text/javascript	date:Tue,%2007%20May%202024%2008:30:52%20GMT	https://lisaflix.com.br/wp-content/plugins/creative-mail-by-constant-contact/assets/js/block/submit.js?ver=1715070652	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-content/plugins/creative-mail-by-constant-contact/assets/js/block/submit0911.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:26	1075/1075	---M--	200	added ('OK')	text/javascript	date:Wed,%2008%20May%202024%2008:29:49%20GMT	https://lisaflix.com.br/wp-content/plugins/jetpack/jetpack_vendor/automattic/jetpack-connection/dist/tracks-callables.js?minify=false&ver=d9dbf909a3d10fb26f39	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-content/plugins/jetpack/jetpack_vendor/automattic/jetpack-connection/dist/tracks-callables5696.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:26	14500/14500	---M--	200	added ('OK')	text/javascript	date:Mon,%2029%20Apr%202024%2020:29:54%20GMT	https://lisaflix.com.br/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js?ver=8.8.3	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min27f0.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:27	2094/2094	---M--	200	added ('OK')	text/javascript	date:Mon,%2029%20Apr%202024%2020:29:54%20GMT	https://lisaflix.com.br/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?ver=8.8.3	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min27f0.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:27	2937/2937	---M--	200	added ('OK')	text/javascript	date:Wed,%2017%20Apr%202024%2020:51:46%20GMT	https://lisaflix.com.br/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=3.0.1	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-content/themes/hello-elementor/assets/js/hello-frontend.min41fe.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:27	4997/4997	---M--	200	added ('OK')	text/javascript	date:Wed,%2008%20May%202024%2020:29:58%20GMT	https://lisaflix.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.21.5	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min63aa.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:27	63275/63275	---M--	200	added ('OK')	text/javascript	date:Wed,%2008%20May%202024%2020:29:57%20GMT	https://lisaflix.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.21.5	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min63aa.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:28	12198/12198	---M--	200	added ('OK')	text/javascript	date:Wed,%2008%20May%202024%2020:29:58%20GMT	https://lisaflix.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:28	21438/21438	---M--	200	added ('OK')	text/javascript	date:Wed,%2017%20Apr%202024%2020:52:46%20GMT	https://lisaflix.com.br/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-includes/js/jquery/ui/core.min3f14.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:28	39972/39972	---M--	200	added ('OK')	text/javascript	date:Wed,%2008%20May%202024%2020:29:57%20GMT	https://lisaflix.com.br/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.21.5	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-content/plugins/elementor/assets/js/frontend.min63aa.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:28	18833/18833	---M--	200	added ('OK')	text/javascript	date:Wed,%2017%20Apr%202024%2020:52:46%20GMT	https://lisaflix.com.br/wp-includes/js/underscore.min.js?ver=1.13.4	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-includes/js/underscore.mind584.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:29	1426/1426	---M--	200	added ('OK')	text/javascript	date:Wed,%2017%20Apr%202024%2020:52:46%20GMT	https://lisaflix.com.br/wp-includes/js/wp-util.min.js?ver=6.5.3	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-includes/js/wp-util.minef10.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:29	771/771	---M--	200	added ('OK')	text/javascript	date:Fri,%2026%20Apr%202024%2020:32:03%20GMT	https://lisaflix.com.br/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.8.8.3	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min8cb8.js	(from https://lisaflix.com.br/assinar-top-streams/)
20:55:29	4598/4598	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2017%20Apr%202024%2020:52:46%20GMT	https://lisaflix.com.br/wp-includes/js/mediaelement/mejs-controls.svg	C:/Users/Gustavo/Documents/teste/Copia%20Lisa/lisaflix.com.br/wp-includes/js/mediaelement/mejs-controls.svg	(from https://lisaflix.com.br/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17)
